PC1,PC2,PC3,PC4,PC5,PC6,Target,samples
45.404853505510175,10.928787911561544,-1.7076678572918487,-16.146676709234587,16.00816269400198,-22.511922624363788,1,sample_24
-5.018994017229401,31.01214440955344,-13.30620141187306,-12.021804655568825,10.76655644302183,-10.888177232720619,0,sample_25
52.075433136821395,7.355727326453365,3.0076848131115983,-20.443211014471597,16.84672212556678,-24.983502714214744,1,sample_26
-8.080963933503968,29.828260114139113,-13.07850950149124,-6.105034199021593,8.59471342311997,-9.921002531947515,0,sample_27
26.395051461430374,20.111535983595793,-6.817953727769292,-11.034210729482206,11.632019394499862,-14.696352781033381,1,sample_28
-13.064844009698662,25.71386835940742,-9.41209909437967,-4.175985023227739,28.71995272313367,-28.89852029727232,0,sample_29
23.87649592024822,15.204490794108596,-4.92961384151539,-9.237732921019743,23.943306282985915,-27.484457109127735,1,sample_30
-7.689684429113726,32.52447296064424,-18.890073188411016,-10.044582576675454,-2.2043388604413865,-14.31586157740915,0,sample_31
30.844714222615533,18.444877568687392,-8.653562927695313,-13.623657716537599,-1.7080481658966231,-18.23523133352687,1,sample_32
-12.7266133335624,30.647052541906234,-20.068098615112593,-21.087827673986336,8.802095732543659,-15.202789318409211,0,sample_33
66.78526911764531,0.5493016815424394,0.07332803755613661,-36.32735111495322,26.614783799512786,-29.26681480796659,1,sample_34
-11.29522906299483,26.51083724276091,-18.23120848531307,-13.464095984219906,14.139100908205284,-22.779367374133102,0,sample_35
31.661405771708633,12.291562440756351,-4.080550941259889,-24.638976596071082,10.92338139613631,-30.959874870358554,1,sample_36
-11.159350689860416,31.818720338145276,-19.369475751162334,-15.502126862069119,7.652309979392008,-18.01780427889276,0,sample_37
64.26317948001214,8.713606922409154,-3.8829967499477753,-39.20441514819404,12.36088079422297,-25.777161158493374,1,sample_38
-16.64918144754547,33.78901418226249,-21.698046972290598,-17.384727087123533,20.58733565316401,-27.431571816541368,0,sample_39
40.441664019919266,15.215657974210837,-8.106219822542712,-24.343557819742827,3.613219777965394,-26.989548666900042,1,sample_40
-3.3436462864353524,37.87383221921626,-29.528285429326534,-20.343006692432397,-14.791785680684729,5.433738794067809,0,sample_41
39.01542449433023,21.716872026796135,-15.758856699939148,-30.02456690755509,-6.9490108387690315,-6.329657616867433,1,sample_42
-15.634672908632531,39.33066422958825,-23.507851587804396,-19.091607030508868,-8.616396637272176,-8.77386619407612,0,sample_43
35.84384606527885,16.705220570457456,-8.02204237564744,-20.523353469728647,-7.58437885113252,-12.383675136980942,1,sample_44
-20.2728476665051,24.57208606344414,-6.080454241721674,-14.72597012872172,27.827794916084432,-21.12393025755701,0,sample_45
41.81047607094393,10.961441521392976,-3.9364944495042637,-27.675184069607997,21.645283903483968,-25.451832165990844,1,sample_46
-17.34516609922953,32.380720442291796,-19.099506428508597,-17.751349363236834,22.11762460695146,-15.859049004692608,0,sample_47
41.26417657078488,16.4650718590548,-11.660348191441594,-27.241089976741904,4.114062440379843,-16.632673207506404,1,sample_48
-8.194270115205207,32.1222208776616,-21.30804752926565,-20.575229829951265,2.310253867683248,-12.294948496479032,0,sample_49
49.33884459265967,10.715391498423568,-4.863645728939249,-34.82200769767832,13.427919217632208,-17.641511098077647,1,sample_50
-10.36527054564375,34.18389287639547,-25.130114516283047,-21.354101366627958,4.215483703945308,-15.401670176165483,0,sample_51
47.26805401209761,11.30143891051382,-8.356638067030358,-37.83629778092391,21.602782831556933,-28.807322397488566,1,sample_52
-4.239660197897472,34.16393810528049,-30.498858477550147,-21.413491687405884,0.6776772786867965,-9.515641813328266,0,sample_53
47.048368726166174,14.037473466980325,-11.025731235197567,-33.11811144089232,9.501825141134413,-19.029691154030523,1,sample_54
-9.974437502654013,40.634173325266424,-25.031167969043203,-20.83833888944589,-20.327233958152124,6.488907475050184,0,sample_55
29.67018906586667,21.45317066335283,-11.640257389740555,-30.01874836772742,0.9319881268654878,-6.403402851956946,1,sample_56
-8.254959473548622,28.906485934778253,-19.40365282473246,-20.71421047904944,9.857638408407945,-18.680754328328568,0,sample_57
